user_id,word,time_ms,mistypes
u1,down,1243,0
u1,keep,1833,0
u1,else,1630,0
u1,i've,1385,0
u1,makes,1319,0
u1,pretty,1770,0
u1,looks,1352,0
u1,during,1456,0
u1,short,2059,0
u1,information,2713,0
u1,wait,1360,0
u1,us,1091,0
u1,in,988,0
u1,isn't,1366,0
u1,care,1254,0
u1,already,1471,0
u1,ever,1251,0
u1,to,1168,0
u1,government,3107,0
u1,found,1467,0
u1,what,1193,0
u1,good,1176,0
u1,actually,1680,0
u1,number,1752,0
u1,those,1339,0
u1,yourself,2347,0
u1,local,1327,0
u1,anyone,1399,0
u1,four,1271,0
u1,work,1168,0
u1,free,1288,0
u1,everything,1981,0
u1,be,1072,0
u1,help,1310,0
u1,mr,1019,0
u1,each,1187,0
u1,side,1621,0
u1,bit,1267,0
u1,on,1046,0
u1,tell,1447,0
u1,three,1987,0
u1,possible,2822,0
u1,with,1195,0
u1,thanks,1374,0
u1,looks,1386,0
u1,find,1094,0
u1,other,1210,0
u1,making,1319,0
u1,he's,4212,1
u1,which,2545,0
u1,working,1590,0
u1,police,1736,0
u1,too,1150,0
u1,several,1619,0
u1,it's,1291,0
u1,friend,1478,0
u1,understand,1966,0
u1,car,1175,0
u1,believe,2017,0
u1,everything,1792,0
u1,buy,1350,0
u1,help,1258,0
u1,court,1295,0
u1,city,1243,0
u1,red,1139,0
u1,both,1221,0
u1,maybe,2660,1
u1,was,1191,0
u1,want,1244,0
u1,let,1085,0
u1,hand,997,0
u1,run,1029,0
u1,things,1473,0
u1,able,1251,0
u1,even,1329,0
u1,very,1413,0
u1,well,1239,0
u1,stay,1294,0
u1,good,1004,0
u1,pretty,2020,0
u1,they're,2450,0
u1,most,1504,0
u1,to,1003,0
u1,year,1493,0
u1,be,1061,0
u1,saying,1518,0
u1,food,1074,0
u1,after,1476,0
u1,after,1608,0
u1,at,1070,0
u1,international,2719,0
u1,start,1337,0
u1,next,1267,0
u1,said,1500,0
u1,yourself,1874,0
u1,why,1535,0
u1,less,1374,0
u1,about,1624,0
u1,am,966,0
u1,that,1315,0
u1,before,1249,0
u1,same,1275,0
u1,time,1305,0
u1,happy,1464,0
u1,per,1268,0
u1,which,2175,0
u1,into,1287,0
u1,food,1221,0
u1,time,1099,0
u1,soon,1193,0
u1,for,1058,0
u1,president,3504,1
u1,read,1342,0
u1,i'm,2207,0
u1,in,997,0
u1,has,1057,0
u1,why,1052,0
u1,up,1262,0
u1,an,1007,0
u1,right,1244,0
u1,put,1216,0
u1,able,1223,0
u1,both,1322,0
u1,system,1498,0
u1,both,1118,0
u1,top,1172,0
u1,mr,1316,0
u1,last,1692,0
u1,health,1704,0
u1,their,1383,0
u1,war,1565,0
u1,read,1200,0
u1,lot,952,0
u1,want,1374,0
u1,please,1397,0
u1,it's,1289,0
u1,important,1963,0
u1,question,2383,0
u1,other,1325,0
u1,men,1119,0
u1,his,1113,0
u1,looking,1671,0
u1,during,1321,0
u1,friend,2740,0
u1,old,1213,0
u1,national,1940,0
u1,old,1149,0
u1,yeah,1389,0
u1,two,1424,0
u1,feel,1599,0
u1,later,1277,0
u1,know,1370,0
u1,they're,1583,0
u1,form,1247,0
u1,them,1249,0
u1,control,2266,0
u1,big,1695,0
u1,can,1161,0
u1,pretty,1680,0
u1,if,1014,0
u1,matter,1457,0
u1,myself,1604,0
u1,though,3167,1
u1,hours,1625,0
u1,show,1282,0
u1,until,1402,0
u1,coming,1294,0
u1,question,1612,0
u1,most,1152,0
u1,people,1389,0
u1,times,1235,0
u1,like,1316,0
u1,have,1174,0
u1,just,1376,0
u1,times,1469,0
u1,less,1291,0
u1,person,1470,0
u1,found,2271,0
u1,problem,1789,0
u1,world,1275,0
u1,i'd,1275,0
u1,each,1167,0
u1,call,1237,0
u1,other,1284,0
u1,help,1297,0
u1,sure,1133,0
u1,else,1727,0
u1,several,1592,0
u1,same,1242,0
u1,year,1449,0
u1,day,1201,0
u1,following,1697,0
u1,working,3249,0
u1,great,1296,0
u1,big,1102,0
u1,let,1046,0
u1,reason,1239,0
u1,doing,1429,0
u1,area,1083,0
u1,believe,2079,0
u1,was,1124,0
u1,cause,1565,0
u1,everyone,3407,0
u1,almost,1557,0
u1,name,1518,0
u1,minutes,1830,0
u1,asked,3013,1
u1,one,1153,0
u1,early,1417,0
u1,morning,1713,0
u1,which,1345,0
u1,around,1894,0
u1,asked,2082,0
u1,young,1541,0
u1,john,1398,0
u1,lot,1188,0
u1,anything,1577,0
u1,several,2394,0
u1,could,1621,0
u1,children,1852,0
u1,year,1345,0
u1,men,1322,0
u1,after,1345,0
u1,place,1185,0
u1,that's,1494,0
u1,house,1558,0
u1,wanted,1363,0
u1,having,1534,0
u1,point,1532,0
u1,this,1173,0
u1,buy,1237,0
u1,own,1088,0
u1,following,1886,0
u1,yourself,2025,0
u1,make,1165,0
u1,won't,1610,0
u1,which,1281,0
u1,will,1344,0
u1,make,1219,0
u1,states,1452,0
u1,play,1155,0
u1,use,1171,0
u1,pay,1191,0
u1,use,990,0
u1,red,1097,0
u1,john,1385,0
u1,any,1189,0
u1,told,1400,0
u1,away,1676,0
u1,both,1526,0
u1,rather,1388,0
u1,pay,1173,0
u1,help,1305,0
u1,which,1733,0
u1,they,1219,0
u1,further,1414,0
u1,making,1171,0
u1,came,1281,0
u1,until,1722,0
u1,they,1243,0
u1,university,2126,0
u1,three,1562,0
u1,pretty,1714,0
u1,may,1127,0
u1,with,1227,0
u1,real,1150,0
u1,our,1195,0
u1,still,1316,0
u1,old,2001,0
u1,to,1036,0
u1,under,1157,0
u1,someone,1253,0
u1,next,1303,0
u1,need,1301,0
u1,everything,3822,1
u1,states,1471,0
u1,also,1374,0
u1,large,1509,0
u1,right,1256,0
u1,using,1201,0
u1,little,3042,1
u1,did,1414,0
u1,between,2192,0
u1,back,1277,0
u1,told,1347,0
u1,though,3048,0
u1,keep,1222,0
u1,few,1386,0
u1,by,1078,0
u1,going,1213,0
u1,like,1609,0
u1,nothing,1759,0
u1,late,1169,0
u1,his,1768,0
u1,death,1517,0
u1,care,1310,0
u1,wrong,1222,0
u1,low,1504,0
u1,who,1159,0
u1,house,1560,0
u1,up,1333,0
u1,open,1260,0
u1,including,2223,0
u1,second,1358,0
u1,white,1164,0
u1,against,1457,0
u1,try,1137,0
u1,yet,1417,0
u1,job,1263,0
u1,us,1021,0
u1,team,1159,0
u1,cause,2573,1
u1,without,1676,0
u1,high,1882,0
u1,man,1097,0
u1,although,1808,0
u1,wait,1333,0
u1,against,2058,0
u1,day,1158,0
u1,on,1096,0
u1,reason,1260,0
u1,their,1322,0
u1,single,1631,0
u1,so,949,0
u1,says,1248,0
u1,another,3202,1
u1,form,1451,0
u1,night,1398,0
u1,took,1185,0
u1,five,1305,0
u1,free,1284,0
u1,would,1846,0
u1,fact,1362,0
u1,yes,1363,0
u1,i'd,1699,0
u1,game,1209,0
u1,read,1142,0
u1,others,1347,0
u1,that's,1636,0
u1,few,1135,0
u1,probably,1844,0
u1,might,1645,0
u1,car,1517,0
u1,going,1270,0
u1,to,1019,0
u1,cause,1442,0
u1,stay,2923,1
u1,which,1507,0
u1,almost,1498,0
u1,car,1074,0
u1,she,1150,0
u1,girl,1229,0
u1,week,1787,0
u1,have,1148,0
u1,almost,3694,1
u1,new,1424,0
u1,social,1451,0
u1,nothing,2157,0
u1,really,1427,0
u1,things,1915,0
u1,even,1714,0
u1,children,2277,0
u1,might,1336,0
u1,means,1312,0
u1,way,1331,0
u1,history,1492,0
u1,health,1667,0
u1,were,1299,0
u1,the,1083,0
u1,future,1354,0
u1,less,1375,0
u1,water,1265,0
u1,ask,1113,0
u1,want,1251,0
u1,move,1295,0
u1,problem,2559,0
u1,money,1332,0
u1,him,1224,0
u1,asked,1484,0
u1,much,2228,1
u1,she,1943,0
u1,money,1453,0
u1,general,1820,0
u1,if,1162,0
u1,as,1002,0
u1,air,1116,0
u1,again,1389,0
u1,police,1643,0
u1,why,1106,0
u1,need,1431,0
u1,states,1413,0
u1,he's,1365,0
u1,you,1266,0
u1,thing,1267,0
u1,far,1113,0
u1,around,1408,0
u1,mean,1107,0
u1,live,1268,0
u1,four,1298,0
u1,nothing,1741,0
u1,between,2085,0
u1,party,3005,1
u1,take,1462,0
u1,people,1378,0
u1,still,1247,0
u1,they're,1568,0
u1,nice,1238,0
u1,soon,1158,0
u1,american,2375,0
u1,until,1448,0
u1,support,1688,0
u1,room,1184,0
u1,just,1193,0
u1,all,1131,0
u1,didn't,3745,0
u1,we,1072,0
u1,then,1218,0
u1,anything,1458,0
u1,party,1430,0
u1,large,1319,0
u1,such,1362,0
u1,come,1146,0
u1,think,1527,0
u1,called,1382,0
u1,stop,1163,0
u1,maybe,1298,0
u1,level,1628,0
u1,full,1360,0
u1,hope,1306,0
u1,call,1766,0
u1,mean,1140,0
u1,he's,2437,1
u1,by,1630,0
u1,didn't,2321,0
u1,hours,1618,0
u1,person,1321,0
u1,president,2833,0
u1,thing,1393,0
u1,american,1600,0
u1,he,1162,0
u1,not,1264,0
u1,been,1547,0
u1,isn't,1428,0
u1,true,1294,0
u1,form,1280,0
u1,him,1185,0
u1,heart,1886,0
u1,national,1564,0
u1,although,1761,0
u1,show,1444,0
u1,already,1577,0
u1,got,1217,0
u1,we're,1338,0
u1,early,2403,0
u1,five,1255,0
u1,together,2102,0
u1,her,1520,0
u1,watch,1366,0
u1,no,1021,0
u1,per,1136,0
u1,keep,1250,0
u1,first,1265,0
u1,line,1315,0
u1,then,1142,0
u1,back,1154,0
u1,stay,1375,0
u1,women,1469,0
u1,where,1259,0
u1,yeah,1305,0
u1,water,1287,0
u1,low,1158,0
u1,seen,1854,0
u1,show,1271,0
u1,call,1158,0
u1,leave,1271,0
u1,does,1295,0
u1,got,1048,0
u1,ago,1572,0
u1,idea,1268,0
u1,back,1341,0
u1,children,1939,0
u1,each,1294,0
u1,he's,1848,0
u1,international,1913,0
u1,read,1264,0
u1,girl,1290,0
u1,child,2654,0
u1,however,1987,0
u1,and,1046,0
u1,these,1296,0
u1,everything,2639,0
u1,come,1059,0
u1,months,1631,0
u1,to,1059,0
u1,later,1214,0
u1,next,2703,1
u1,second,1803,0
u1,development,3204,0
u1,ago,1045,0
u1,know,1338,0
u1,want,1551,0
u1,see,1264,0
u1,also,1264,0
u1,small,1442,0
u1,him,1091,0
u1,all,1081,0
u1,group,1637,0
u1,fact,1309,0
u1,back,1301,0
u1,air,1064,0
u1,work,1182,0
u1,report,1468,0
u1,information,1775,0
u1,five,1192,0
u1,than,1172,0
u1,can't,1539,0
u1,international,2541,0
u1,know,1201,0
u1,question,1620,0
u1,give,1267,0
u1,i'd,1277,0
u1,nothing,1365,0
u1,think,1309,0
u1,room,1150,0
u1,ever,1187,0
u1,without,1695,0
u1,important,1735,0
u1,live,1227,0
u1,hope,1272,0
u1,group,2751,0
u1,needs,1308,0
u1,play,2912,1
u1,who,1260,0
u1,half,1492,0
u1,are,1107,0
u1,best,1232,0
u1,were,1216,0
u1,found,1357,0
u1,to,973,0
u1,more,1212,0
u1,run,1074,0
u1,one,1032,0
u1,be,1076,0
u1,development,2241,0
u1,high,1341,0
u1,bad,1507,0
u1,others,1289,0
u1,music,1369,0
u1,said,1515,0
u1,will,1304,0
u1,made,1638,0
u1,heart,1321,0
u1,heart,3080,1
u1,any,1068,0
u1,story,1557,0
u1,under,1231,0
u1,reason,1287,0
u1,any,1220,0
u1,you're,1867,0
u1,and,1112,0
u1,history,1787,0
u1,although,1759,0
u1,girl,1232,0
u1,about,1439,0
u1,make,1157,0
u1,your,1293,0
u1,may,1118,0
u1,getting,3520,0
u1,stop,1266,0
u1,own,1894,0
u1,hit,1118,0
u1,never,1365,0
u1,times,1240,0
u1,i'd,1388,0
u1,her,1135,0
u1,soon,1379,0
u1,five,1199,0
u1,lost,1196,0
u1,idea,1193,0
u1,along,2265,1
u1,different,3876,1
u1,national,1641,0
u1,is,931,0
u1,love,1212,0
u1,international,3733,0
u1,group,2815,0
u1,this,1269,0
u1,take,1500,0
u1,try,1161,0
u1,out,1220,0
u1,including,2735,0
u1,level,1511,0
u1,under,2147,1
u1,person,1383,0
u1,today,1778,0
u1,again,1272,0
u1,has,1332,0
u1,three,1352,0
u1,white,1232,0
u1,company,1599,0
u1,she,1146,0
u1,guys,1297,0
u1,girl,1266,0
u1,says,1255,0
u1,he's,1350,0
u1,yeah,1293,0
u1,come,1136,0
u1,book,1321,0
u1,saying,1342,0
u1,mr,1022,0
u1,why,1333,0
u1,no,1094,0
u1,set,1109,0
u1,between,2009,0
u1,yourself,2373,0
u1,public,1674,0
u1,in,1049,0
u1,general,3446,0
u1,after,1274,0
u1,up,1182,0
u1,most,1201,0
u1,case,1325,0
u1,what,1156,0
u1,an,958,0
u1,set,1044,0
u1,tell,1167,0
u1,five,3411,0
u1,doing,1623,0
u1,whether,3847,1
u1,mind,1423,0
u1,only,1302,0
u1,everything,1953,0
u1,food,1158,0
u1,low,1136,0
u1,death,1258,0
u1,must,1211,0
u1,school,1558,0
u1,no,1035,0
u1,maybe,1610,0
u1,into,1322,0
u1,end,1099,0
u1,all,1274,0
u1,as,1068,0
u1,until,1357,0
u1,room,1497,0
u1,job,1416,0
u1,half,1320,0
u1,like,1285,0
u1,know,1222,0
u1,us,1035,0
u1,were,2671,1
u1,problem,1752,0
u1,three,2077,0
u1,like,1488,0
u1,her,1190,0
u1,things,5236,2
u1,american,2418,0
u1,several,1376,0
u1,anything,1342,0
u1,now,1393,0
u1,too,1042,0
u1,play,1123,0
u1,off,1119,0
u1,stay,1073,0
u1,almost,1343,0
u1,making,1889,0
u1,can't,1175,0
u1,can't,2191,0
u1,with,1595,0
u1,old,1006,0
u1,report,1142,0
u1,fucking,1287,0
u1,you,1290,0
u1,though,1619,0
u1,often,1967,0
u1,went,1426,0
u1,buy,1082,0
u1,left,1316,0
u1,thing,1182,0
u1,world,1090,0
u1,such,1454,0
u1,but,1124,0
u1,life,1788,0
u1,move,1113,0
u1,thanks,1147,0
u1,everything,1845,0
u1,i'd,1165,0
u1,red,1013,0
u1,order,1028,0
u1,guys,1076,0
u1,me,884,0
u1,will,975,0
u1,trying,1574,0
u1,set,1208,0
u1,human,1286,0
u1,win,792,0
u1,it,761,0
u1,information,1958,0
u1,whole,1593,0
u1,call,1020,0
u1,have,995,0
u1,never,1139,0
u1,yeah,1214,0
u1,working,1212,0
u1,air,1047,0
u1,just,974,0
u1,him,975,0
u1,woman,1068,0
u1,school,1387,0
u1,small,1116,0
u1,down,1089,0
u1,even,1074,0
u1,asked,1520,0
u1,able,1056,0
u1,big,1055,0
u1,feel,1421,0
u1,at,864,0
u1,york,1264,0
u1,do,796,0
u1,woman,1091,0
u1,few,1273,0
u1,reason,1107,0
u1,some,895,0
u1,short,1055,0
u1,lot,993,0
u1,hope,1070,0
u1,full,2165,0
u1,understand,4319,1
u1,wanted,1465,0
u1,few,1431,0
u1,very,1335,0
u1,pay,1088,0
u1,including,2420,0
u1,make,947,0
u1,one,860,0
u1,thanks,1482,0
u1,an,756,0
u1,international,1708,0
u1,to,856,0
u1,come,1031,0
u1,still,1181,0
u1,support,1551,0
u1,services,1501,0
u1,united,1275,0
u1,story,1080,0
u1,two,1025,0
u1,found,1447,0
u1,hope,1052,0
u1,development,2212,0
u1,months,2024,0
u1,others,1700,0
u1,hand,1200,0
u1,m,788,0
u1,but,2279,0
u1,during,1494,0
u1,someone,2119,0
u1,playing,1327,0
u1,makes,1049,0
u1,local,1131,0
u1,top,1003,0
u1,special,1246,0
u1,so,978,0
u1,which,1792,0
u1,rather,2159,0
u1,down,1022,0
u1,happy,1208,0
u1,mr,1076,0
u1,small,1473,0
u1,got,1204,0
u1,yeah,1104,0
u1,run,1321,0
u1,public,1856,0
u1,take,1885,0
u1,idea,1630,0
u1,woman,1699,0
u1,whether,1318,0
u1,else,1502,0
u1,low,1399,0
u1,help,1536,0
u1,remember,2028,0
u1,oh,1510,0
u1,several,1399,0
u1,had,1374,0
u1,very,1201,0
u1,care,1085,0
u1,nothing,1228,0
u1,stay,1032,0
u1,more,977,0
u1,series,1402,0
u1,data,1070,0
u1,days,1352,0
u1,children,2209,0
u1,isn't,1375,0
u1,i've,1259,0
u1,today,1088,0
u1,used,1049,0
u1,no,1126,0
u1,like,2383,1
u1,group,2050,0
u1,who,1283,0
u1,south,1094,0
u1,big,1047,0
u1,rather,1042,0
u1,things,1399,0
u1,asked,1428,0
u1,they,1334,0
u1,shit,2318,0
u1,oh,837,0
u1,lost,1008,0
u1,out,1178,0
u1,many,962,0
u1,fact,1062,0
u1,city,1279,0
u1,guy,1054,0
u1,million,1571,0
u1,case,1321,0
u1,is,828,0
u1,i've,1248,0
u1,course,1480,0
u1,i'll,1319,0
u1,high,2169,0
u1,needs,1144,0
u1,following,1641,0
u1,series,2367,0
u1,per,1200,0
u1,enough,1668,0
u1,open,1270,0
u1,let,1608,0
u1,home,1275,0
u1,every,6632,1
u1,video,1765,0
u1,never,1046,0
u1,put,1124,0
u1,coming,1114,0
u1,whole,1247,0
u1,for,3293,0
u1,find,1532,0
u1,c,1018,0
u1,turn,1299,0
u1,whole,1218,0
u1,d,761,0
u1,service,1293,0
u1,child,1403,0
u1,feel,1381,0
u1,almost,1738,0
u1,within,1205,0
u1,like,1097,0
u1,company,1268,0
u1,mind,1296,0
u1,already,1329,0
u1,social,1402,0
u1,important,1794,0
u1,other,1026,0
u1,have,1044,0
u1,local,1250,0
u1,everything,1636,0
u1,kind,1328,0
u1,watch,1280,0
u1,order,1136,0
u1,high,1073,0
u1,god,1147,0
u1,more,951,0
u1,control,1901,0
u1,water,1104,0
u1,done,900,0
u1,war,805,0
u1,needs,1074,0
u1,again,1085,0
u1,makes,1137,0
u1,taken,1874,0
u1,times,1076,0
u1,been,1188,0
u1,either,1084,0
u1,good,1041,0
u1,red,866,0
u1,would,1251,0
u1,when,1014,0
u1,deal,1471,0
u1,each,957,0
u1,give,981,0
u1,will,1104,0
u1,become,1362,0
u1,their,2675,0
u1,what,952,0
u1,want,956,0
u1,girl,1414,0
u1,the,948,0
u1,than,986,0
u1,put,1034,0
u1,will,1155,0
u1,read,954,0
u1,on,795,0
u1,let,868,0
u1,real,871,0
u1,which,1639,0
u1,free,1432,0
u1,among,1309,0
u1,yeah,1043,0
u1,said,1800,0
u1,mr,1029,0
u1,court,1252,0
u1,god,1276,0
u1,car,920,0
u1,name,986,0
u1,two,981,0
u1,set,919,0
u1,mean,928,0
u1,york,1703,0
u1,again,2136,0
u1,area,1273,0
u1,others,1170,0
u1,was,951,0
u1,power,1412,0
u1,free,1217,0
u1,run,961,0
u1,book,1025,0
u1,more,984,0
u1,less,1131,0
u1,before,1108,0
u1,party,1173,0
u1,black,1276,0
u1,stop,985,0
u1,coming,1092,0
u1,made,922,0
u1,shit,989,0
u1,out,948,0
u1,united,1728,0
u1,into,985,0
u1,big,1149,0
u1,looks,1524,0
u1,you,1030,0
u1,heart,1539,0
u1,single,4727,0
u1,looks,1765,0
u1,job,1173,0
u1,business,1652,0
u1,news,981,0
u1,among,1787,0
u1,were,1033,0
u1,already,1505,0
u1,room,1034,0
u1,means,1169,0
u1,i,821,0
u1,we,821,0
u1,fucking,1301,0
u1,together,1505,0
u1,well,1066,0
u1,end,862,0
u1,i'm,1153,0
u1,possible,1590,0
u1,saying,2643,0
u1,must,1096,0
u1,getting,4965,0
u1,guy,1234,0
u1,else,1153,0
u1,needs,1847,0
u1,set,890,0
u1,left,981,0
u1,done,932,0
u1,social,1289,0
u1,there,1165,0
u1,hand,1156,0
u1,night,1166,0
u1,history,1349,0
u1,most,1506,0
u1,half,1187,0
u1,company,1579,0
u1,national,1423,0
u1,only,1214,0
u1,get,1926,1
u1,house,1600,0
u1,low,976,0
u1,house,2074,0
u1,there,1138,0
u1,where,1383,0
u1,season,1311,0
u1,started,1387,0
u1,girl,1156,0
u1,turn,1156,0
u1,president,1599,0
u1,until,1251,0
u1,season,1255,0
u1,getting,1500,0
u1,top,1035,0
u1,d,755,0
u1,thing,1112,0
u1,try,887,0
u1,members,1587,0
u1,together,1330,0
u1,people,1677,0
u1,early,1050,0
u1,social,1178,0
u1,old,1031,0
u1,looking,1356,0
u1,think,1307,0
u1,call,981,0
u1,ago,1038,0
u1,time,897,0
u1,third,1076,0
u1,important,1772,0
u1,really,1746,0
u1,bad,2027,0
u1,least,1191,0
u1,them,987,0
u1,level,1021,0
u1,around,1227,0
u1,own,866,0
u1,off,919,0
u1,international,2334,0
u1,coming,1173,0
u1,early,2048,0
u1,says,1276,0
u1,short,1046,0
u1,s,935,0
u1,few,1034,0
u1,of,766,0
u1,b,788,0
u1,per,830,0
u1,taken,1917,0
u1,went,1327,0
u1,child,1246,0
u1,level,997,0
u1,special,1494,0
u1,office,1457,0
u1,done,3182,0
u1,me,798,0
u1,body,1270,0
u1,book,981,0
u1,this,1100,0
u1,not,951,0
u1,research,1621,0
u1,win,976,0
u1,in,1560,0
u1,didn't,1432,0
u1,small,1249,0
u1,said,1009,0
u1,making,1121,0
u1,win,920,0
u1,music,1193,0
u1,area,1210,0
u1,please,1406,0
u1,probably,1620,0
u1,country,1780,0
u1,ask,1444,0
u1,together,1415,0
u1,community,1770,0
u1,morning,2397,0
u1,power,1220,0
u1,however,1779,0
u1,both,1417,0
u1,over,1153,0
u1,due,894,0
u1,under,1014,0
u1,several,1389,0
u1,act,976,0
u1,within,1231,0
u1,our,1005,0
u1,everyone,2209,0
u1,general,1325,0
u1,known,1421,0
u1,did,1062,0
u1,social,1458,0
u1,under,1043,0
u1,know,2148,0
u1,by,966,0
u1,believe,2214,0
u1,under,1069,0
u1,through,1789,0
u1,without,1494,0
u1,past,982,0
u1,women,1168,0
u1,seen,986,0
u1,so,737,0
u1,her,891,0
u1,age,859,0
u1,also,933,0
u1,happy,1308,0
u1,game,1012,0
u1,to,769,0
u1,people,1117,0
u1,put,1034,0
u1,did,946,0
u1,games,1133,0
u1,without,1815,0
u1,what,1041,0
u1,by,824,0
u1,music,1424,0
u1,who,978,0
u1,following,1571,0
u1,fuck,3490,2
u1,talk,1474,0
u1,enough,1345,0
u1,i'd,1175,0
u1,think,1280,0
u1,oh,1027,0
u1,often,1106,0
u1,getting,1400,0
u1,hand,1314,0
u1,anything,1361,0
u1,report,1373,0
u1,cause,1109,0
u1,fact,4227,2
u1,act,1402,0
u1,people,1116,0
u1,child,1537,0
u1,control,1415,0
u1,international,2088,0
u1,class,1479,0
u1,got,858,0
u1,they're,1273,0
u1,why,997,0
u1,law,952,0
u1,data,1069,0
u1,by,880,0
u1,his,1554,0
u1,further,2205,0
u1,help,1728,0
u1,friends,1881,0
u1,r,706,0
u1,world,1107,0
u1,more,950,0
u1,make,927,0
u1,could,1308,0
u1,car,1149,0
u1,help,1012,0
u1,again,1026,0
u1,asked,1854,0
u1,local,1538,0
u1,better,1572,0
u1,before,1000,0
u1,mr,1687,1
u1,needs,1333,0
u1,she,1911,1
u1,start,1497,0
u1,fact,986,0
u1,isn't,1538,0
u1,yeah,1071,0
